44.4968214,26.034214,Afi City,500,100,Yes,No,3S+P+7E+1M,Yes,Yes,7,50,Power Gas Water
46.77972,23.57628,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77877,23.57563,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77784,23.57525,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77715,23.57533,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77956,23.57791,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77903,23.57729,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.778,23.57668,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77708,23.57643,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77627,23.57578,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77539,23.57495,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77441,23.57452,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77366,23.57542,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77461,23.57593,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.7756,23.57692,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77677,23.57724,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77815,23.57812,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77891,23.5792,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77965,23.58059,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77869,23.58025,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77773,23.58005,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77699,23.5801,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77608,23.5802,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77492,23.5801,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.7741,23.57969,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.7733,23.57844,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77366,23.57707,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77423,23.57739,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77548,23.57812,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77629,23.57868,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.7775,23.57894,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77717,23.57832,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77802,23.62839,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77608,23.6277,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77478,23.62744,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77379,23.62804,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77296,23.62993,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77132,23.63234,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76967,23.63302,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76879,23.63423,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76691,23.63646,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76609,23.63775,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76573,23.63998,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76732,23.6429,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76697,23.64668,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77055,23.64573,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77044,23.64213,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77032,23.63903,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77255,23.63577,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77173,23.63603,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77561,23.63723,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77484,23.6374,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77355,23.63861,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.7732,23.64161,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77337,23.64504,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77455,23.64779,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77637,23.64436,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77596,23.64195,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77755,23.63852,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78072,23.63861,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78042,23.63732,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.7799,23.63337,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77954,23.63088,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.7786,23.63096,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77713,23.63045,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77655,23.63088,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77866,23.63328,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77866,23.63526,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77737,23.63569,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77572,23.63551,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77508,23.63414,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.7954,23.62212,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.79405,23.62178,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.79329,23.62083,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.79135,23.62058,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78994,23.61989,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78883,23.6198,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78812,23.61963,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78677,23.61972,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78565,23.62015,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78512,23.62118,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78518,23.61937,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78495,23.62264,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78454,23.62435,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78336,23.62564,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78219,23.62581,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78154,23.62667,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78148,23.62873,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78254,23.63045,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78307,23.63474,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78289,23.6326,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.79511,23.62478,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.79441,23.62418,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.79294,23.62264,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.79147,23.62238,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.79047,23.62238,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78935,23.62221,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78812,23.62315,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78771,23.62461,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.787,23.62581,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78624,23.62659,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78442,23.62804,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76585,23.64826,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76562,23.65066,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76409,23.65684,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.7635,23.6498,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76174,23.6486,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75997,23.64808,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75856,23.64774,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75645,23.64637,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75433,23.64431,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75398,23.64465,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75374,23.64757,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.7615,23.6644,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75892,23.66594,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75621,23.66714,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75421,23.66749,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75257,23.66577,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75245,23.6632,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75269,23.65942,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75186,23.65513,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75128,23.65427,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.7474,23.65152,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.74963,23.64173,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.74904,23.64379,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.74845,23.64551,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.7474,23.64723,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.74681,23.64997,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76285,23.66005,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75977,23.66181,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75368,23.664,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75695,23.66305,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75474,23.66185,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75427,23.65584,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75318,23.65215,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.7529,23.64146,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75173,23.64305,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75226,23.64631,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75023,23.64726,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75094,23.65056,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.74976,23.65202,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.74903,23.65271,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.74929,23.64872,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.74938,23.65013,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.74606,23.64756,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.7629,23.65228,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76113,23.65151,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75699,23.64919,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75972,23.65043,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76598,23.6537,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76442,23.65417,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76254,23.65623,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76243,23.6582,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76011,23.66013,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75764,23.65996,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75531,23.65949,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75376,23.65795,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76113,23.65528,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76052,23.65649,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75961,23.65816,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75887,23.65331,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75746,23.6564,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.7564,23.65202,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75505,23.64975,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75399,23.64949,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75352,23.64932,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76172,23.64545,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.7552,23.64138,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75667,23.63382,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75661,23.63549,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75608,23.63713,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75493,23.6364,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76619,23.64567,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76366,23.64691,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76525,23.64266,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78864,23.64018,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78947,23.64258,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.79083,23.64766,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.79011,23.64505,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78869,23.63881,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78866,23.63684,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78878,23.63444,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78887,23.63268,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78916,23.63074,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78951,23.6295,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.79063,23.62731,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78963,23.62482,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78932,23.62755,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78911,23.62626,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78882,23.62931,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78841,23.62759,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78835,23.63133,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78791,23.62888,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78806,23.62995,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78624,23.62794,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78756,23.63206,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78656,23.63043,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78465,23.63008,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78353,23.62806,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78659,23.63433,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78574,23.63313,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78597,23.63592,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78474,23.63231,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78497,23.63455,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78527,23.63858,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.79173,23.65678,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.79255,23.65575,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.79328,23.65296,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.79278,23.65112,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.79255,23.65013,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.79226,23.64927,Not available,Not available,Warning,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.7907,23.65854,Not available,Not available,Warning,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.79111,23.65769,Not available,Not available,Warning,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.79052,23.65923,Not available,Not available,Warning,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.79026,23.66048,Not available,Not available,Warning,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78882,23.66013,Not available,Not available,Warning,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78767,23.65987,Not available,Not available,Warning,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78673,23.65962,Not available,Not available,Warning,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78582,23.65949,Not available,Not available,Warning,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78518,23.65932,Not available,Not available,Warning,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78471,23.65927,Not available,Not available,Warning,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78394,23.65897,Not available,Not available,Warning,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78362,23.65872,Not available,Not available,Warning,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78297,23.65481,Not available,Not available,Warning,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78282,23.65245,Not available,Not available,Warning,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78265,23.64876,Not available,Not available,Warning,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78238,23.64726,Not available,Not available,Warning,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78182,23.64704,Not available,Not available,Warning,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.7806,23.6481,Not available,Not available,Warning,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77971,23.64921,Not available,Not available,Warning,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77877,23.65041,Not available,Not available,Warning,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.7781,23.65106,Not available,Not available,Warning,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77889,23.64548,Not available,Not available,Warning,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78036,23.64436,Not available,Not available,Warning,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78036,23.64677,Not available,Not available,Warning,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.7808,23.64041,Not available,Not available,Warning,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.7796,23.63943,Not available,Not available,Warning,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77948,23.63702,Not available,Not available,Warning,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77889,23.63973,Not available,Not available,Warning,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78221,23.64273,Not available,Not available,Warning,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78065,23.64157,Not available,Not available,Warning,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77992,23.64346,Not available,Not available,Warning,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78312,23.64471,Not available,Not available,Warning,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78248,23.6441,Not available,Not available,Warning,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78168,23.64552,Not available,Not available,Warning,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78691,23.64037,Not available,Not available,Warning,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78468,23.64033,Not available,Not available,Warning,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78371,23.63947,Not available,Not available,Warning,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78386,23.64101,Not available,Not available,Warning,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78815,23.64252,Not available,Not available,Warning,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78715,23.64196,Not available,Not available,Warning,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78577,23.64174,Not available,Not available,Warning,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78503,23.6423,Not available,Not available,Warning,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.7843,23.6426,Not available,Not available,Warning,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78471,23.64634,Not available,Not available,Warning,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78471,23.64492,Not available,Not available,Warning,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78609,23.64419,Not available,Not available,Warning,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.7877,23.64359,Not available,Not available,Warning,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78897,23.64518,Not available,Not available,Warning,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
